,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,New_deaths,population,ratio
3733,Bolivia (Plurinational State of),BOL,2021-08-14,5020881.0,3419189.0,2038083.0,24,11927124.0,28.667338412847894
3734,Bolivia (Plurinational State of),BOL,2021-08-15,5036033.0,3432618.0,2046562.0,19,11927124.0,28.779930518036036
3735,Bolivia (Plurinational State of),BOL,2021-08-16,5096306.0,3463528.0,2095325.0,0,11927124.0,29.03908771301447
3736,Bolivia (Plurinational State of),BOL,2021-08-17,5154253.0,3491742.0,2141816.0,33,11927124.0,29.27564096759621
3737,Bolivia (Plurinational State of),BOL,2021-08-18,5215804.0,3520222.0,2192160.0,13,11927124.0,29.51442443291442
3738,Bolivia (Plurinational State of),BOL,2021-08-19,5270463.0,3546645.0,2236947.0,24,11927124.0,29.735961494153994
3739,Bolivia (Plurinational State of),BOL,2021-08-20,5319711.0,3571966.0,2275700.0,14,11927124.0,29.948259110913916
3740,Bolivia (Plurinational State of),BOL,2021-08-21,5330625.0,3579375.0,2282997.0,20,11927124.0,30.010378025750384
3741,Bolivia (Plurinational State of),BOL,2021-08-22,5340943.0,3588041.0,2289389.0,13,11927124.0,30.0830359439543
3742,Bolivia (Plurinational State of),BOL,2021-08-23,5389632.0,3610615.0,2328228.0,27,11927124.0,30.272302023522187
3743,Bolivia (Plurinational State of),BOL,2021-08-24,5480769.0,3653993.0,2401767.0,6,11927124.0,30.635994058584448
3744,Bolivia (Plurinational State of),BOL,2021-08-25,5574927.0,3697377.0,2480500.0,11,11927124.0,30.99973639915205
3745,Bolivia (Plurinational State of),BOL,2021-08-26,5674777.0,3769324.0,2522944.0,17,11927124.0,31.60295809786165
3746,Bolivia (Plurinational State of),BOL,2021-08-27,5772970.0,3825802.0,2600349.0,20,11927124.0,32.07648381956958
3747,Bolivia (Plurinational State of),BOL,2021-08-28,5812688.0,3858441.0,2627191.0,21,11927124.0,32.35013738433506
3748,Bolivia (Plurinational State of),BOL,2021-08-29,5850794.0,3890613.0,2652059.0,0,11927124.0,32.6198755039354
3749,Bolivia (Plurinational State of),BOL,2021-08-30,5950132.0,3966261.0,2719235.0,31,11927124.0,33.254127315185116
3750,Bolivia (Plurinational State of),BOL,2021-08-31,6001157.0,3996452.0,2747844.0,9,11927124.0,33.50725623377438
3751,Bolivia (Plurinational State of),BOL,2021-09-01,6034049.0,4012291.0,2772673.0,18,11927124.0,33.64005438360497
3752,Bolivia (Plurinational State of),BOL,2021-09-02,6058088.0,4025636.0,2791142.0,23,11927124.0,33.751942211718436
3753,Bolivia (Plurinational State of),BOL,2021-09-03,6082129.0,4038983.0,2809612.0,21,11927124.0,33.863846808333676
3754,Bolivia (Plurinational State of),BOL,2021-09-04,6102835.0,4050993.0,2826083.0,13,11927124.0,33.96454166151035
3755,Bolivia (Plurinational State of),BOL,2021-09-05,6113109.0,4059318.0,2835808.0,11,11927124.0,34.03434055016113
3756,Bolivia (Plurinational State of),BOL,2021-09-06,6139644.0,4072114.0,2857322.0,10,11927124.0,34.14162542453654
3757,Bolivia (Plurinational State of),BOL,2021-09-07,6174508.0,4085788.0,2886288.0,5,11927124.0,34.256271671192486
3758,Bolivia (Plurinational State of),BOL,2021-09-08,6209373.0,4099462.0,2915254.0,2,11927124.0,34.37091791784842
3759,Bolivia (Plurinational State of),BOL,2021-09-09,6243449.0,4113206.0,2943362.0,15,11927124.0,34.4861510620666
3760,Bolivia (Plurinational State of),BOL,2021-09-10,6268450.0,4123407.0,2961884.0,12,11927124.0,34.571678805385105
3761,Bolivia (Plurinational State of),BOL,2021-09-11,6273769.0,4125684.0,2966069.0,17,11927124.0,34.59076974465932
3762,Bolivia (Plurinational State of),BOL,2021-09-12,6277737.0,4127468.0,2969114.0,10,11927124.0,34.60572724824526
3763,Bolivia (Plurinational State of),BOL,2021-09-13,6300665.0,4138432.0,2985103.0,14,11927124.0,34.69765217499206
3764,Bolivia (Plurinational State of),BOL,2021-09-14,6323595.0,4149398.0,3001093.0,5,11927124.0,34.78959387024064
3765,Bolivia (Plurinational State of),BOL,2021-09-15,6347661.0,4161019.0,3017983.0,8,11927124.0,34.8870272498215
3766,Bolivia (Plurinational State of),BOL,2021-09-16,6361341.0,4168610.0,3026055.0,8,11927124.0,34.950672098319764
3767,Bolivia (Plurinational State of),BOL,2021-09-17,6375021.0,4176201.0,3034127.0,13,11927124.0,35.01431694681803
3768,Bolivia (Plurinational State of),BOL,2021-09-18,6388703.0,4183793.0,3042201.0,12,11927124.0,35.07797017956718
3769,Bolivia (Plurinational State of),BOL,2021-09-19,6415925.0,4193280.0,3063009.0,20,11927124.0,35.15751156775095
3770,Bolivia (Plurinational State of),BOL,2021-09-20,6443148.0,4202768.0,3083818.0,6,11927124.0,35.23706134018562
3771,Bolivia (Plurinational State of),BOL,2021-09-21,6522338.0,4219065.0,3151525.0,5,11927124.0,35.373699476923356
3772,Bolivia (Plurinational State of),BOL,2021-09-22,6601529.0,4235363.0,3219232.0,5,11927124.0,35.51034599791198
3773,Bolivia (Plurinational State of),BOL,2021-09-23,6601529.0,4235363.0,3219232.0,8,11927124.0,35.51034599791198
3774,Bolivia (Plurinational State of),BOL,2021-09-24,6636967.0,4245381.0,3247678.0,9,11927124.0,35.59433942331781
3775,Bolivia (Plurinational State of),BOL,2021-09-25,6646806.0,4249312.0,3255165.0,7,11927124.0,35.6272979135624
3776,Bolivia (Plurinational State of),BOL,2021-09-26,6651655.0,4252426.0,3258388.0,8,11927124.0,35.65340647083069
3777,Bolivia (Plurinational State of),BOL,2021-09-27,6700654.0,4267380.0,3297377.0,0,11927124.0,35.77878455862453
3778,Bolivia (Plurinational State of),BOL,2021-09-28,6740554.0,4280176.0,3328563.0,4,11927124.0,35.88606943299994
3779,Bolivia (Plurinational State of),BOL,2021-09-29,6780455.0,4292973.0,3359749.0,7,11927124.0,35.993362691626245
3780,Bolivia (Plurinational State of),BOL,2021-09-30,6800922.0,4299925.0,3374883.0,9,11927124.0,36.05165000380645
3781,Bolivia (Plurinational State of),BOL,2021-10-01,6821390.0,4306878.0,3390017.0,10,11927124.0,36.109945700237546
3782,Bolivia (Plurinational State of),BOL,2021-10-02,6825033.0,4308530.0,3392470.0,9,11927124.0,36.12379648270614
3783,Bolivia (Plurinational State of),BOL,2021-10-03,6828932.0,4311020.0,3394952.0,15,11927124.0,36.144673267419705
3784,Bolivia (Plurinational State of),BOL,2021-10-04,6870352.0,4330298.0,3423919.0,12,11927124.0,36.3063048560575
3785,Bolivia (Plurinational State of),BOL,2021-10-05,6893259.0,4340105.0,3439468.0,2,11927124.0,36.388529204525746
3786,Bolivia (Plurinational State of),BOL,2021-10-06,6914497.0,4349530.0,3453948.0,2,11927124.0,36.46755076915441
3787,Bolivia (Plurinational State of),BOL,2021-10-07,6931689.0,4357421.0,3465762.0,4,11927124.0,36.533710892919366
3788,Bolivia (Plurinational State of),BOL,2021-10-08,6951197.0,4365450.0,3479618.0,5,11927124.0,36.601028043307004
3789,Bolivia (Plurinational State of),BOL,2021-10-09,6955520.0,4367604.0,3482769.0,5,11927124.0,36.61908771972187
3790,Bolivia (Plurinational State of),BOL,2021-10-10,6958148.0,4369692.0,3484332.0,9,11927124.0,36.636594035578064
3791,Bolivia (Plurinational State of),BOL,2021-10-11,6980293.0,4379371.0,3500388.0,6,11927124.0,36.71774519993252
3792,Bolivia (Plurinational State of),BOL,2021-10-12,7010807.0,4387373.0,3525221.0,3,11927124.0,36.78483597554616
3793,Bolivia (Plurinational State of),BOL,2021-10-13,7040751.0,4395519.0,3549135.0,5,11927124.0,36.853134083287806
3794,Bolivia (Plurinational State of),BOL,2021-10-14,7084229.0,4403962.0,3574888.0,3,11927124.0,36.923922313543486
3795,Bolivia (Plurinational State of),BOL,2021-10-15,7127210.0,4412497.0,3600629.0,5,11927124.0,36.995481894880946
3796,Bolivia (Plurinational State of),BOL,2021-10-16,7134664.0,4414130.0,3604834.0,7,11927124.0,37.00917337658265
3797,Bolivia (Plurinational State of),BOL,2021-10-17,7143477.0,4416525.0,3608707.0,6,11927124.0,37.029253657461766
3798,Bolivia (Plurinational State of),BOL,2021-10-18,7204477.0,4427562.0,3643169.0,8,11927124.0,37.121790634523464
3799,Bolivia (Plurinational State of),BOL,2021-10-19,7281233.0,4437575.0,3681942.0,2,11927124.0,37.20574213867484
3800,Bolivia (Plurinational State of),BOL,2021-10-20,7346540.0,4445986.0,3710580.0,43,11927124.0,37.276262072902064
3801,Bolivia (Plurinational State of),BOL,2021-10-21,7405721.0,4455080.0,3735478.0,6,11927124.0,37.35250845048647
3802,Bolivia (Plurinational State of),BOL,2021-10-22,7456121.0,4464937.0,3754945.0,4,11927124.0,37.43515201149917
3803,Bolivia (Plurinational State of),BOL,2021-10-23,7465334.0,4468388.0,3758351.0,4,11927124.0,37.46408606131704
3804,Bolivia (Plurinational State of),BOL,2021-10-24,7470155.0,4470358.0,3760075.0,5,11927124.0,37.480603035568336
3805,Bolivia (Plurinational State of),BOL,2021-10-25,7538426.0,4487799.0,3785742.0,2,11927124.0,37.62683275532307
3806,Bolivia (Plurinational State of),BOL,2021-10-26,7589288.0,4500928.0,3802010.0,3,11927124.0,37.73690958524452
3807,Bolivia (Plurinational State of),BOL,2021-10-27,7650594.0,4517852.0,3819743.0,2,11927124.0,37.878804647289655
3808,Bolivia (Plurinational State of),BOL,2021-10-28,7693560.0,4528664.0,3831087.0,4,11927124.0,37.96945516790133
3809,Bolivia (Plurinational State of),BOL,2021-10-29,7769002.0,4544602.0,3851318.0,4,11927124.0,38.103083358569926
3810,Bolivia (Plurinational State of),BOL,2021-10-30,7803837.0,4559543.0,3858421.0,4,11927124.0,38.22835245110221
3811,Bolivia (Plurinational State of),BOL,2021-10-31,7818347.0,4562128.0,3861325.0,9,11927124.0,38.250025739650226
3812,Bolivia (Plurinational State of),BOL,2021-11-01,7851931.0,4573349.0,3872775.0,1,11927124.0,38.34410541887549
3813,Bolivia (Plurinational State of),BOL,2021-11-02,7853755.0,4574242.0,3873435.0,3,11927124.0,38.35159255491936
3814,Bolivia (Plurinational State of),BOL,2021-11-03,7874322.0,4583292.0,3883520.0,0,11927124.0,38.42747002546465
3815,Bolivia (Plurinational State of),BOL,2021-11-04,7901853.0,4595949.0,3894992.0,8,11927124.0,38.53358948896649
3816,Bolivia (Plurinational State of),BOL,2021-11-05,7931788.0,4611290.0,3907677.0,6,11927124.0,38.662212281854366
3817,Bolivia (Plurinational State of),BOL,2021-11-06,7940336.0,4617553.0,3911371.0,9,11927124.0,38.71472284517206
3818,Bolivia (Plurinational State of),BOL,2021-11-07,7943468.0,4619842.0,3913343.0,9,11927124.0,38.73391439545694
3819,Bolivia (Plurinational State of),BOL,2021-11-08,7963463.0,4631637.0,3922163.0,4,11927124.0,38.83280663469249
3820,Bolivia (Plurinational State of),BOL,2021-11-09,7985636.0,4646520.0,3931783.0,3,11927124.0,38.95758944067321
3821,Bolivia (Plurinational State of),BOL,2021-11-10,8005943.0,4661570.0,3938303.0,3,11927124.0,39.083772416552385
3822,Bolivia (Plurinational State of),BOL,2021-11-11,8041312.0,4688631.0,3948592.0,6,11927124.0,39.310658629859134
3823,Bolivia (Plurinational State of),BOL,2021-11-12,8077305.0,4716386.0,3958765.0,9,11927124.0,39.543363513282834
3824,Bolivia (Plurinational State of),BOL,2021-11-13,8093436.0,4729877.0,3962614.0,13,11927124.0,39.65647544202609
3825,Bolivia (Plurinational State of),BOL,2021-11-14,8104188.0,4737302.0,3965483.0,6,11927124.0,39.71872850487678
3826,Bolivia (Plurinational State of),BOL,2021-11-15,8132175.0,4755528.0,3976759.0,0,11927124.0,39.87153986157937
3827,Bolivia (Plurinational State of),BOL,2021-11-16,8175240.0,4785605.0,3992808.0,13,11927124.0,40.12371297556729
3828,Bolivia (Plurinational State of),BOL,2021-11-17,8218140.0,4816178.0,4008722.0,5,11927124.0,40.38004467799613
3829,Bolivia (Plurinational State of),BOL,2021-11-18,8267905.0,4852149.0,4027093.0,8,11927124.0,40.681634566723716
3830,Bolivia (Plurinational State of),BOL,2021-11-19,8313654.0,4884778.0,4042436.0,13,11927124.0,40.95520428898031
3831,Bolivia (Plurinational State of),BOL,2021-11-20,8336670.0,4902475.0,4048412.0,6,11927124.0,41.103580376962626
3832,Bolivia (Plurinational State of),BOL,2021-11-21,8340954.0,4905223.0,4049963.0,2,11927124.0,41.126620298405555
3833,Bolivia (Plurinational State of),BOL,2021-11-22,8365014.0,4918875.0,4060418.0,11,11927124.0,41.241082091541934
3834,Bolivia (Plurinational State of),BOL,2021-11-23,8411426.0,4952456.0,4075314.0,6,11927124.0,41.52263362064485
3835,Bolivia (Plurinational State of),BOL,2021-11-24,8448131.0,4976866.0,4088196.0,12,11927124.0,41.727293184844896
3836,Bolivia (Plurinational State of),BOL,2021-11-25,8482805.0,4999534.0,4100905.0,16,11927124.0,41.91734738399634
3837,Bolivia (Plurinational State of),BOL,2021-11-26,8517317.0,5020911.0,4114837.0,8,11927124.0,42.09657751525012
3838,Bolivia (Plurinational State of),BOL,2021-11-27,8531575.0,5029355.0,4120695.0,17,11927124.0,42.16737412975668
3839,Bolivia (Plurinational State of),BOL,2021-11-28,8535952.0,5032119.0,4122320.0,16,11927124.0,42.19054819921382
3840,Bolivia (Plurinational State of),BOL,2021-11-29,8572118.0,5054464.0,4136979.0,17,11927124.0,42.37789428532813
3841,Bolivia (Plurinational State of),BOL,2021-11-30,8609838.0,5074083.0,4152712.0,7,11927124.0,42.54238490351907
3842,Bolivia (Plurinational State of),BOL,2021-12-01,8650057.0,5093022.0,4170622.0,10,11927124.0,42.701174231105504
3843,Bolivia (Plurinational State of),BOL,2021-12-02,8691191.0,5109546.0,4190241.0,17,11927124.0,42.839715592795045
3844,Bolivia (Plurinational State of),BOL,2021-12-03,8737135.0,5125688.0,4212027.0,8,11927124.0,42.975054170644995
3845,Bolivia (Plurinational State of),BOL,2021-12-04,8753013.0,5131068.0,4220396.0,9,11927124.0,43.02016144042772
3846,Bolivia (Plurinational State of),BOL,2021-12-05,8756799.0,5132783.0,4221790.0,0,11927124.0,43.03454043070232
3847,Bolivia (Plurinational State of),BOL,2021-12-06,8797202.0,5148119.0,4241827.0,10,11927124.0,43.16312130233575
3848,Bolivia (Plurinational State of),BOL,2021-12-07,8842248.0,5163781.0,4265666.0,7,11927124.0,43.294435439758985
3849,Bolivia (Plurinational State of),BOL,2021-12-08,8890536.0,5178966.0,4291584.0,25,11927124.0,43.42175028950818
3850,Bolivia (Plurinational State of),BOL,2021-12-09,8937589.0,5193695.0,4316049.0,17,11927124.0,43.545241920852
3851,Bolivia (Plurinational State of),BOL,2021-12-10,8990904.0,5214522.0,4340270.0,12,11927124.0,43.719860714116834
3852,Bolivia (Plurinational State of),BOL,2021-12-11,9008443.0,5221782.0,4347985.0,5,11927124.0,43.78073037557084
3853,Bolivia (Plurinational State of),BOL,2021-12-12,9013106.0,5224163.0,4349604.0,24,11927124.0,43.80069327693751
3854,Bolivia (Plurinational State of),BOL,2021-12-13,9064723.0,5248229.0,4369236.0,0,11927124.0,44.00246865883175
3855,Bolivia (Plurinational State of),BOL,2021-12-14,9120842.0,5274553.0,4389754.0,12,11927124.0,44.223175679233314
3856,Bolivia (Plurinational State of),BOL,2021-12-15,9177575.0,5301739.0,4409386.0,13,11927124.0,44.451109923901186
3857,Bolivia (Plurinational State of),BOL,2021-12-16,9231657.0,5328735.0,4427365.0,25,11927124.0,44.67745116090015
3858,Bolivia (Plurinational State of),BOL,2021-12-17,9275602.0,5350887.0,4441279.0,17,11927124.0,44.86317908659288
3859,Bolivia (Plurinational State of),BOL,2021-12-18,9290068.0,5357789.0,4446244.0,19,11927124.0,44.921047186228634
3860,Bolivia (Plurinational State of),BOL,2021-12-19,9306120.0,5367723.0,4449255.0,17,11927124.0,45.00433633455978
3861,Bolivia (Plurinational State of),BOL,2021-12-20,9351668.0,5390138.0,4464105.0,20,11927124.0,45.19226931823631
3862,Bolivia (Plurinational State of),BOL,2021-12-21,9398762.0,5413267.0,4480200.0,12,11927124.0,45.38618865704758
3863,Bolivia (Plurinational State of),BOL,2021-12-22,9440834.0,5433937.0,4494603.0,19,11927124.0,45.55949112292284
3864,Bolivia (Plurinational State of),BOL,2021-12-23,9475553.0,5449952.0,4507062.0,21,11927124.0,45.6937649009099
3865,Bolivia (Plurinational State of),BOL,2021-12-24,9503944.0,5463883.0,4517005.0,16,11927124.0,45.8105659000443
3866,Bolivia (Plurinational State of),BOL,2021-12-25,9505960.0,5464907.0,4517803.0,20,11927124.0,45.81915137295462
3867,Bolivia (Plurinational State of),BOL,2021-12-26,9509864.0,5466996.0,4519015.0,14,11927124.0,45.83666607306171
3868,Bolivia (Plurinational State of),BOL,2021-12-27,9556929.0,5492333.0,4533537.0,16,11927124.0,46.049097837835845
3869,Bolivia (Plurinational State of),BOL,2021-12-28,9633790.0,5537212.0,4554195.0,8,11927124.0,46.42537463348248
3870,Bolivia (Plurinational State of),BOL,2021-12-29,9682874.0,5566346.0,4567166.0,22,11927124.0,46.66964139888208
3871,Bolivia (Plurinational State of),BOL,2021-12-30,9757168.0,5613175.0,4584243.0,46,11927124.0,47.06226748376222
3872,Bolivia (Plurinational State of),BOL,2021-12-31,9792844.0,5635100.0,4593214.0,28,11927124.0,47.246092184503155
3873,Bolivia (Plurinational State of),BOL,2022-01-01,9828521.0,5657026.0,4602185.0,30,11927124.0,47.42992526949498
3874,Bolivia (Plurinational State of),BOL,2022-01-02,9835426.0,5661892.0,4603571.0,0,11927124.0,47.47072303432076
3875,Bolivia (Plurinational State of),BOL,2022-01-03,9980703.0,5752738.0,4653074.0,42,11927124.0,48.232398690581235
3876,Bolivia (Plurinational State of),BOL,2022-01-04,10119450.0,5849291.0,4681278.0,11,11927124.0,49.04192326666512
3877,Bolivia (Plurinational State of),BOL,2022-01-05,10253380.0,5938843.0,4711140.0,30,11927124.0,49.79274970227525
3878,Bolivia (Plurinational State of),BOL,2022-01-06,10400207.0,6035225.0,4743944.0,47,11927124.0,50.60084057145713
3879,Bolivia (Plurinational State of),BOL,2022-01-07,10486385.0,6088077.0,4763418.0,38,11927124.0,51.043964999441606
3880,Bolivia (Plurinational State of),BOL,2022-01-08,10572565.0,6140930.0,4782893.0,40,11927124.0,51.48709781167698
3881,Bolivia (Plurinational State of),BOL,2022-01-09,10589886.0,6151069.0,4786706.0,0,11927124.0,51.57210573144037
3882,Bolivia (Plurinational State of),BOL,2022-01-10,10694224.0,6211411.0,4813045.0,69,11927124.0,52.078028198583326
3883,Bolivia (Plurinational State of),BOL,2022-01-11,10787201.0,6261522.0,4837635.0,26,11927124.0,52.49817139488111
3884,Bolivia (Plurinational State of),BOL,2022-01-12,10867524.0,6302133.0,4860395.0,16,11927124.0,52.838664207733565
3885,Bolivia (Plurinational State of),BOL,2022-01-13,10965771.0,6355619.0,4885240.0,57,11927124.0,53.28710425078166
3886,Bolivia (Plurinational State of),BOL,2022-01-14,11038395.0,6395421.0,4903383.0,47,11927124.0,53.62081420466494
3887,Bolivia (Plurinational State of),BOL,2022-01-15,11065718.0,6410690.0,4909187.0,0,11927124.0,53.7488333314888
3888,Bolivia (Plurinational State of),BOL,2022-01-16,11075652.0,6416251.0,4911463.0,46,11927124.0,53.79545815068243
3889,Bolivia (Plurinational State of),BOL,2022-01-17,11214077.0,6489235.0,4957620.0,89,11927124.0,54.40737431756389
3890,Bolivia (Plurinational State of),BOL,2022-01-18,11289634.0,6525632.0,4984453.0,16,11927124.0,54.71253589717018
3891,Bolivia (Plurinational State of),BOL,2022-01-19,11357778.0,6557320.0,5008600.0,37,11927124.0,54.978216039340246
3892,Bolivia (Plurinational State of),BOL,2022-01-20,11408180.0,6577720.0,5028922.0,86,11927124.0,55.14925475747548
3893,Bolivia (Plurinational State of),BOL,2022-01-21,11468728.0,6600781.0,5052435.0,62,11927124.0,55.3426039672263
3894,Bolivia (Plurinational State of),BOL,2022-01-22,11479191.0,6605271.0,5055376.0,65,11927124.0,55.38024925371783
3895,Bolivia (Plurinational State of),BOL,2022-01-23,11485022.0,6607547.0,5057300.0,66,11927124.0,55.399331808741145
3896,Bolivia (Plurinational State of),BOL,2022-01-24,11530381.0,6622091.0,5079663.0,0,11927124.0,55.521272353670504
3897,Bolivia (Plurinational State of),BOL,2022-01-25,11601193.0,6648054.0,5112190.0,60,11927124.0,55.73895265950115
3898,Bolivia (Plurinational State of),BOL,2022-01-26,11658763.0,6664808.0,5143396.0,41,11927124.0,55.87942239889516
3899,Bolivia (Plurinational State of),BOL,2022-01-27,11709325.0,6679305.0,5171346.0,49,11927124.0,56.00096888403273
3900,Bolivia (Plurinational State of),BOL,2022-01-28,11763854.0,6694190.0,5201566.0,54,11927124.0,56.12576845851523
3901,Bolivia (Plurinational State of),BOL,2022-01-29,11787553.0,6701069.0,5213649.0,50,11927124.0,56.18344372038053
3902,Bolivia (Plurinational State of),BOL,2022-01-30,11794099.0,6703310.0,5216544.0,0,11927124.0,56.20223282662275
3903,Bolivia (Plurinational State of),BOL,2022-01-31,11860782.0,6726944.0,5249825.0,67,11927124.0,56.40038621213294
3904,Bolivia (Plurinational State of),BOL,2022-02-01,11895767.0,6736240.0,5269121.0,28,11927124.0,56.47832620839692
3905,Bolivia (Plurinational State of),BOL,2022-02-02,11932309.0,6745618.0,5289506.0,32,11927124.0,56.5569537132338
3906,Bolivia (Plurinational State of),BOL,2022-02-03,11965627.0,6753158.0,5308361.0,60,11927124.0,56.62017096493672
3907,Bolivia (Plurinational State of),BOL,2022-02-04,12015161.0,6766140.0,5334637.0,34,11927124.0,56.72901530997749
3908,Bolivia (Plurinational State of),BOL,2022-02-05,12035055.0,6771198.0,5345366.0,28,11927124.0,56.77142285097396
3909,Bolivia (Plurinational State of),BOL,2022-02-06,12039368.0,6772334.0,5347351.0,29,11927124.0,56.78094735998385
3910,Bolivia (Plurinational State of),BOL,2022-02-07,12072776.0,6781575.0,5364939.0,27,11927124.0,56.858426222448934
3911,Bolivia (Plurinational State of),BOL,2022-02-08,12107100.0,6789249.0,5383754.0,21,11927124.0,56.922766963770975
3912,Bolivia (Plurinational State of),BOL,2022-02-09,12145082.0,6798156.0,5403324.0,21,11927124.0,56.99744548643915
3913,Bolivia (Plurinational State of),BOL,2022-02-10,12180886.0,6806843.0,5421242.0,28,11927124.0,57.07027947391173
3914,Bolivia (Plurinational State of),BOL,2022-02-11,12220558.0,6817070.0,5440391.0,20,11927124.0,57.15602520775336
3915,Bolivia (Plurinational State of),BOL,2022-02-12,12241801.0,6823067.0,5450039.0,21,11927124.0,57.20630556033458
3916,Bolivia (Plurinational State of),BOL,2022-02-13,12247228.0,6824607.0,5451936.0,44,11927124.0,57.219217306703605
3917,Bolivia (Plurinational State of),BOL,2022-02-14,12278634.0,6833886.0,5465759.0,17,11927124.0,57.29701477070248
3918,Bolivia (Plurinational State of),BOL,2022-02-15,12317839.0,6842915.0,5487227.0,13,11927124.0,57.3727161719791
3919,Bolivia (Plurinational State of),BOL,2022-02-16,12344214.0,6852189.0,5495795.0,17,11927124.0,57.45047171472352
3920,Bolivia (Plurinational State of),BOL,2022-02-17,12378961.0,6862399.0,5511748.0,11,11927124.0,57.53607491630003
3921,Bolivia (Plurinational State of),BOL,2022-02-18,12412081.0,6872780.0,5526428.0,16,11927124.0,57.62311182477855
3922,Bolivia (Plurinational State of),BOL,2022-02-19,12430558.0,6878437.0,5534819.0,0,11927124.0,57.67054153205752
3923,Bolivia (Plurinational State of),BOL,2022-02-20,12434582.0,6879571.0,5536472.0,14,11927124.0,57.680049272565626
3924,Bolivia (Plurinational State of),BOL,2022-02-21,12461951.0,6887620.0,5548888.0,6,11927124.0,57.74753410797104
3925,Bolivia (Plurinational State of),BOL,2022-02-22,12490559.0,6896813.0,5561274.0,8,11927124.0,57.82461052639345
3926,Bolivia (Plurinational State of),BOL,2022-02-23,12518477.0,6906461.0,5573320.0,14,11927124.0,57.90550177897036
3927,Bolivia (Plurinational State of),BOL,2022-02-24,12554402.0,6918700.0,5589509.0,6,11927124.0,58.0081166256006
3928,Bolivia (Plurinational State of),BOL,2022-02-25,12576940.0,6926581.0,5599653.0,0,11927124.0,58.074192906856666
3929,Bolivia (Plurinational State of),BOL,2022-02-26,12586663.0,6929767.0,5604074.0,0,11927124.0,58.10090513018898
3930,Bolivia (Plurinational State of),BOL,2022-03-01,12588867.0,6930515.0,5604495.0,6,11927124.0,58.10717654985393
3931,Bolivia (Plurinational State of),BOL,2022-03-02,12615895.0,6938144.0,5616868.0,3,11927124.0,58.17113999988598
3932,Bolivia (Plurinational State of),BOL,2022-03-03,12625899.0,6941454.0,5621169.0,2,11927124.0,58.19889187032851
3933,Bolivia (Plurinational State of),BOL,2022-03-04,12683665.0,6958707.0,5647597.0,10,11927124.0,58.343545350916116
3934,Bolivia (Plurinational State of),BOL,2022-03-05,12700090.0,6962520.0,5652782.0,0,11927124.0,58.375514499555806
3935,Bolivia (Plurinational State of),BOL,2022-03-06,12702608.0,6963285.0,5653701.0,2,11927124.0,58.38192845148588
3936,Bolivia (Plurinational State of),BOL,2022-03-07,12720136.0,6969101.0,5660552.0,8,11927124.0,58.430691254656196
3937,Bolivia (Plurinational State of),BOL,2022-03-08,12736142.0,6974121.0,5666928.0,6,11927124.0,58.472780194118876
3938,Bolivia (Plurinational State of),BOL,2022-03-09,12755225.0,6979572.0,5674108.0,1,11927124.0,58.51848274571473
3939,Bolivia (Plurinational State of),BOL,2022-03-10,12777499.0,6986370.0,5682300.0,0,11927124.0,58.57547888325803
3940,Bolivia (Plurinational State of),BOL,2022-03-11,12802736.0,6993368.0,5691668.0,2,11927124.0,58.634151870979125
3941,Bolivia (Plurinational State of),BOL,2022-03-12,12810001.0,6995489.0,5693888.0,1,11927124.0,58.651934867114655
3942,Bolivia (Plurinational State of),BOL,2022-03-13,12813437.0,6996135.0,5694373.0,0,11927124.0,58.657351093188936
3943,Bolivia (Plurinational State of),BOL,2022-03-14,12852280.0,7009674.0,5706717.0,0,11927124.0,58.770865465974865
3944,Bolivia (Plurinational State of),BOL,2022-03-15,12873007.0,7018188.0,5707499.0,2,11927124.0,58.842248978043656
3945,Bolivia (Plurinational State of),BOL,2022-03-17,12931726.0,7033766.0,5726736.0,0,11927124.0,58.97285883839223
3946,Bolivia (Plurinational State of),BOL,2022-03-18,12962871.0,7040304.0,5744901.0,1,11927124.0,59.02767507070439
3947,Bolivia (Plurinational State of),BOL,2022-03-20,12972370.0,7043449.0,5747856.0,0,11927124.0,59.05404353975023
3948,Bosnia and Herzegovina,BIH,2021-04-14,35612.0,25612.0,10000.0,79,3251612.0,0.7876708537180943
3949,Bosnia and Herzegovina,BIH,2021-04-24,80988.0,68988.0,12000.0,39,3251612.0,2.1216553512534704
3950,Bosnia and Herzegovina,BIH,2021-05-01,109609.0,85057.0,24552.0,39,3251612.0,2.615841004400279
3951,Bosnia and Herzegovina,BIH,2021-05-19,151549.0,116085.0,35464.0,19,3251612.0,3.570075396449515
3952,Bosnia and Herzegovina,BIH,2021-05-25,236472.0,191659.0,44813.0,19,3251612.0,5.894276438886313
3953,Bosnia and Herzegovina,BIH,2021-06-10,323252.0,257898.0,65354.0,7,3251612.0,7.931389107925546
3954,Bosnia and Herzegovina,BIH,2021-06-24,430513.0,293737.0,136776.0,3,3251612.0,9.033580882343896
3955,Bosnia and Herzegovina,BIH,2021-06-25,457491.0,302020.0,155471.0,2,3251612.0,9.28831607215129
3956,Bosnia and Herzegovina,BIH,2021-07-05,470218.0,306429.0,163789.0,1,3251612.0,9.423910355848115
3957,Bosnia and Herzegovina,BIH,2021-07-21,623838.0,388445.0,235393.0,0,3251612.0,11.946228516809509
